date,admin1,admin2,market,category,commodity,unit,pricetype,price_INR,price_USD
15/08/1997,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,12.5,0.3491
15/08/1997,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,6,0.1676
15/08/1997,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,8.75,0.2443
15/08/1997,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,10.5,0.2932
15/08/1997,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,8,0.2234
15/08/1997,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,9,0.2513
15/08/1997,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,9,0.2513
15/08/1997,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,7.6,0.2122
15/08/1997,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,6,0.1676
15/08/1997,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,10.5,0.2932
15/08/1997,West Bengal,Kolkata,Kolkata,cereals and tubers,Wheat,KG,Retail,7,0.1955
15/09/1997,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,9,0.2468
15/09/1997,Bihar,Patna,Patna,cereals and tubers,Rice,KG,Retail,7.5,0.2057
15/09/1997,Bihar,Patna,Patna,cereals and tubers,Wheat,KG,Retail,6.5,0.1783
15/09/1997,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,10,0.2743
15/09/1997,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,6,0.1646
15/09/1997,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,10,0.2743
15/09/1997,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,8.25,0.2263
15/09/1997,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,12,0.3291
15/09/1997,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Rice,KG,Retail,9,0.2468
15/09/1997,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,9.5,0.2606
15/09/1997,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,11,0.3017
15/09/1997,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,12,0.3291
15/09/1997,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,6,0.1646
15/09/1997,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,10,0.2743
15/09/1997,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,9,0.2468
15/09/1997,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,10,0.2743
15/09/1997,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,9,0.2468
15/09/1997,Mizoram,Aizawl,Aizawl,cereals and tubers,Rice,KG,Retail,10,0.2743
15/09/1997,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,8,0.2194
15/09/1997,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Wheat,KG,Retail,7.5,0.2057
15/09/1997,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,12,0.3291
15/09/1997,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,6,0.1646
15/09/1997,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,8.5,0.2331
15/09/1997,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,11,0.3017
15/09/1997,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,8,0.2194
15/09/1997,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,8.5,0.2331
15/09/1997,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,9,0.2468
15/09/1997,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,7,0.192
15/09/1997,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,5.4,0.1481
15/09/1997,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,10.5,0.288
15/09/1997,West Bengal,Kolkata,Kolkata,cereals and tubers,Wheat,KG,Retail,7,0.192
15/10/1997,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,10,0.2758
15/10/1997,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,6.5,0.1793
15/10/1997,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,10,0.2758
15/10/1997,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,7.5,0.2069
15/10/1997,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,12,0.331
15/10/1997,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,9.5,0.262
15/10/1997,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,11.5,0.3172
15/10/1997,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,12,0.331
15/10/1997,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,5.5,0.1517
15/10/1997,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,10.5,0.2896
15/10/1997,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,9,0.2482
15/10/1997,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,10,0.2758
15/10/1997,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,8,0.2206
15/10/1997,Mizoram,Aizawl,Aizawl,cereals and tubers,Rice,KG,Retail,10,0.2758
15/10/1997,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,7.5,0.2069
15/10/1997,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Wheat,KG,Retail,7.2,0.1986
15/10/1997,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,12,0.331
15/10/1997,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,6,0.1655
15/10/1997,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,8.5,0.2344
15/10/1997,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,11,0.3034
15/10/1997,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,7.5,0.2069
15/10/1997,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,8,0.2206
15/10/1997,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,9,0.2482
15/10/1997,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,7,0.1931
15/10/1997,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,5.25,0.1448
15/10/1997,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,10.5,0.2896
15/10/1997,West Bengal,Kolkata,Kolkata,cereals and tubers,Wheat,KG,Retail,7,0.1931
15/11/1997,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,9,0.2446
15/11/1997,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,10,0.2717
15/11/1997,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,6.5,0.1766
15/11/1997,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,10,0.2717
15/11/1997,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,7.5,0.2038
15/11/1997,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,12,0.3261
15/11/1997,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,9.5,0.2582
15/11/1997,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,11.5,0.3125
15/11/1997,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,12,0.3261
15/11/1997,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,5.5,0.1495
15/11/1997,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,10.5,0.2853
15/11/1997,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,9,0.2446
15/11/1997,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,10,0.2717
15/11/1997,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,8,0.2174
15/11/1997,Mizoram,Aizawl,Aizawl,cereals and tubers,Rice,KG,Retail,10,0.2717
15/11/1997,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,7.5,0.2038
15/11/1997,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Wheat,KG,Retail,7.5,0.2038
15/11/1997,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,12,0.3261
15/11/1997,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,6.5,0.1766
15/11/1997,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,9,0.2446
15/11/1997,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,10.5,0.2853
15/11/1997,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,8,0.2174
15/11/1997,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,8.5,0.231
15/11/1997,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,8.5,0.231
15/11/1997,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,6.5,0.1766
15/11/1997,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,4.9,0.1332
15/11/1997,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,10.5,0.2853
15/11/1997,West Bengal,Kolkata,Kolkata,cereals and tubers,Wheat,KG,Retail,7,0.1902
15/12/1997,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,9,0.2274
15/12/1997,Bihar,Patna,Patna,cereals and tubers,Rice,KG,Retail,8,0.2021
15/12/1997,Bihar,Patna,Patna,cereals and tubers,Wheat,KG,Retail,6.25,0.1579
15/12/1997,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,10,0.2527
15/12/1997,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,7.5,0.1895
15/12/1997,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,9.5,0.2401
15/12/1997,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,8.5,0.2148
15/12/1997,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,12,0.3032
15/12/1997,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,9,0.2274
15/12/1997,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,12,0.3032
15/12/1997,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,9,0.2274
15/12/1997,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,7.25,0.1832
15/12/1997,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,12,0.3032
15/12/1997,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,10,0.2527
15/12/1997,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,9,0.2274
15/12/1997,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,9,0.2274
15/12/1997,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,7.5,0.1895
15/12/1997,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Wheat,KG,Retail,8,0.2021
15/12/1997,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,12,0.3032
15/12/1997,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,6.8,0.1718
15/12/1997,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,10,0.2527
15/12/1997,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,11.5,0.2906
15/12/1997,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,8.5,0.2148
15/12/1997,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,8,0.2021
15/12/1997,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,8.5,0.2148
15/12/1997,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,8,0.2021
15/12/1997,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,6.5,0.1642
15/12/1997,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,10.5,0.2653
15/12/1997,West Bengal,Kolkata,Kolkata,cereals and tubers,Wheat,KG,Retail,7,0.1769
15/01/1998,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,8.5,0.2104
15/01/1998,Bihar,Patna,Patna,cereals and tubers,Rice,KG,Retail,7,0.1733
15/01/1998,Bihar,Patna,Patna,cereals and tubers,Wheat,KG,Retail,6,0.1485
15/01/1998,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,10,0.2475
15/01/1998,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,8,0.198
15/01/1998,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,9.5,0.2351
15/01/1998,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,8.9,0.2203
15/01/1998,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,12,0.297
15/01/1998,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,10,0.2475
15/01/1998,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,12,0.297
15/01/1998,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,8,0.198
15/01/1998,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,5.75,0.1423
15/01/1998,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,12,0.297
15/01/1998,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,13,0.3218
15/01/1998,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,10,0.2475
15/01/1998,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,10,0.2475
15/01/1998,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,12,0.297
15/01/1998,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,6.25,0.1547
15/01/1998,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,10,0.2475
15/01/1998,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,11.5,0.2847
15/01/1998,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,8,0.198
15/01/1998,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,7.5,0.1856
15/01/1998,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,9,0.2228
15/01/1998,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,7.5,0.1856
15/01/1998,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,7,0.1733
15/01/1998,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,11,0.2723
15/01/1998,West Bengal,Kolkata,Kolkata,cereals and tubers,Wheat,KG,Retail,7,0.1733
15/02/1998,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,8.5,0.2188
15/02/1998,Bihar,Patna,Patna,cereals and tubers,Rice,KG,Retail,7,0.1802
15/02/1998,Bihar,Patna,Patna,cereals and tubers,Wheat,KG,Retail,6,0.1544
15/02/1998,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,10,0.2574
15/02/1998,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,7.5,0.1931
15/02/1998,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,9.5,0.2445
15/02/1998,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,7.25,0.1866
15/02/1998,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,11.75,0.3024
15/02/1998,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,10,0.2574
15/02/1998,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,11,0.2831
15/02/1998,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,12,0.3089
15/02/1998,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,6,0.1544
15/02/1998,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,12,0.3089
15/02/1998,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,13,0.3346
15/02/1998,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,10,0.2574
15/02/1998,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,10,0.2574
15/02/1998,Mizoram,Aizawl,Aizawl,cereals and tubers,Rice,KG,Retail,11,0.2831
15/02/1998,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,12,0.3089
15/02/1998,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,6,0.1544
15/02/1998,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,9.5,0.2445
15/02/1998,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,11,0.2831
15/02/1998,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,8,0.2059
15/02/1998,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,7.5,0.1931
15/02/1998,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,9,0.2317
15/02/1998,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,7,0.1802
15/02/1998,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,6.5,0.1673
15/02/1998,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,11,0.2831
15/02/1998,West Bengal,Kolkata,Kolkata,cereals and tubers,Wheat,KG,Retail,7,0.1802
15/03/1998,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,9,0.2274
15/03/1998,Bihar,Patna,Patna,cereals and tubers,Rice,KG,Retail,7.5,0.1895
15/03/1998,Bihar,Patna,Patna,cereals and tubers,Wheat,KG,Retail,6.5,0.1642
15/03/1998,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,10,0.2527
15/03/1998,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,7.5,0.1895
15/03/1998,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,9.5,0.2401
15/03/1998,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,7.5,0.1895
15/03/1998,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,11.5,0.2906
15/03/1998,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,10.5,0.2653
15/03/1998,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,10.5,0.2653
15/03/1998,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,12,0.3032
15/03/1998,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,5.5,0.139
15/03/1998,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,12,0.3032
15/03/1998,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,13,0.3285
15/03/1998,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,9,0.2274
15/03/1998,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,8,0.2021
15/03/1998,Mizoram,Aizawl,Aizawl,cereals and tubers,Rice,KG,Retail,11,0.278
15/03/1998,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,7.5,0.1895
15/03/1998,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,12,0.3032
15/03/1998,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,5.75,0.1453
15/03/1998,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,9.5,0.2401
15/03/1998,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,11,0.278
15/03/1998,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,8,0.2021
15/03/1998,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,7.5,0.1895
15/03/1998,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,9,0.2274
15/03/1998,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,6.5,0.1642
15/03/1998,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,5.4,0.1364
15/03/1998,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,11,0.278
15/03/1998,West Bengal,Kolkata,Kolkata,cereals and tubers,Wheat,KG,Retail,7,0.1769
15/04/1998,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,10,0.2518
15/04/1998,Bihar,Patna,Patna,cereals and tubers,Rice,KG,Retail,8,0.2014
15/04/1998,Bihar,Patna,Patna,cereals and tubers,Wheat,KG,Retail,6.5,0.1636
15/04/1998,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,10,0.2518
15/04/1998,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,7,0.1762
15/04/1998,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,9.5,0.2392
15/04/1998,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,7.25,0.1825
15/04/1998,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,12,0.3021
15/04/1998,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,10,0.2518
15/04/1998,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,11,0.2769
15/04/1998,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,12,0.3021
15/04/1998,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,5.5,0.1385
15/04/1998,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,12,0.3021
15/04/1998,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,12,0.3021
15/04/1998,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,10,0.2518
15/04/1998,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,9,0.2266
15/04/1998,Mizoram,Aizawl,Aizawl,cereals and tubers,Rice,KG,Retail,11,0.2769
15/04/1998,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,7.5,0.1888
15/04/1998,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,12,0.3021
15/04/1998,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,5.25,0.1322
15/04/1998,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,8,0.2014
15/04/1998,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,11,0.2769
15/04/1998,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,8,0.2014
15/04/1998,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,7.5,0.1888
15/04/1998,Tripura,West Tripura,Agartala,cereals and tubers,Rice,KG,Retail,10.25,0.2581
15/04/1998,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,6.5,0.1636
15/04/1998,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,5,0.1259
15/04/1998,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,11,0.2769
15/04/1998,West Bengal,Kolkata,Kolkata,cereals and tubers,Wheat,KG,Retail,7,0.1762
15/05/1998,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,10,0.246
15/05/1998,Bihar,Patna,Patna,cereals and tubers,Rice,KG,Retail,7.5,0.1845
15/05/1998,Bihar,Patna,Patna,cereals and tubers,Wheat,KG,Retail,6,0.1476
15/05/1998,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,10,0.246
15/05/1998,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,7,0.1722
15/05/1998,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,9.5,0.2337
15/05/1998,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,6.5,0.1599
15/05/1998,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,12,0.2952
15/05/1998,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,11,0.2706
15/05/1998,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,11,0.2706
15/05/1998,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,12,0.2952
15/05/1998,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,5.5,0.1353
15/05/1998,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,12,0.2952
15/05/1998,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,12,0.2952
15/05/1998,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,10,0.246
15/05/1998,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,8,0.1968
15/05/1998,Mizoram,Aizawl,Aizawl,cereals and tubers,Rice,KG,Retail,11,0.2706
15/05/1998,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,7.3,0.1796
15/05/1998,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,12,0.2952
15/05/1998,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,5.5,0.1353
