date,admin1,admin2,market,category,commodity,unit,pricetype,price_INR,price_USD
15/01/1994,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,8,0.2545
15/01/1994,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,5,0.159
15/01/1994,Delhi,Delhi,Delhi,miscellaneous food,Sugar,KG,Retail,13.5,0.4294
15/01/1994,Delhi,Delhi,Delhi,oil and fats,Oil (mustard),KG,Retail,31,0.986
15/01/1994,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,6.8,0.2163
15/01/1994,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,6.2,0.1972
15/01/1994,Gujarat,Ahmadabad,Ahmedabad,miscellaneous food,Sugar,KG,Retail,13.5,0.4294
15/01/1994,Gujarat,Ahmadabad,Ahmedabad,oil and fats,Oil (mustard),KG,Retail,30,0.9542
15/01/1994,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,9,0.2863
15/01/1994,Himachal Pradesh,Shimla,Shimla,miscellaneous food,Sugar,KG,Retail,13.75,0.4373
15/01/1994,Himachal Pradesh,Shimla,Shimla,oil and fats,Oil (mustard),KG,Retail,36,1.145
15/01/1994,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,7,0.2226
15/01/1994,Karnataka,Bangalore Urban,Bengaluru,miscellaneous food,Sugar,KG,Retail,13.2,0.4198
15/01/1994,Karnataka,Bangalore Urban,Bengaluru,oil and fats,Oil (mustard),KG,Retail,41,1.3041
15/01/1994,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,4.5,0.1431
15/01/1994,Madhya Pradesh,Bhopal,Bhopal,miscellaneous food,Sugar,KG,Retail,13.25,0.4214
15/01/1994,Madhya Pradesh,Bhopal,Bhopal,oil and fats,Oil (mustard),KG,Retail,31,0.986
15/01/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,7.5,0.2385
15/01/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,8,0.2545
15/01/1994,Maharashtra,Mumbai city,Mumbai,miscellaneous food,Sugar,KG,Retail,13.8,0.4389
15/01/1994,Maharashtra,Mumbai city,Mumbai,oil and fats,Oil (mustard),KG,Retail,36,1.145
15/01/1994,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Wheat,KG,Retail,5,0.159
15/01/1994,Orissa,Khordha,Bhubaneshwar,miscellaneous food,Sugar,KG,Retail,13.5,0.4294
15/01/1994,Orissa,Khordha,Bhubaneshwar,oil and fats,Oil (mustard),KG,Retail,33,1.0496
15/01/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,6.2,0.1972
15/01/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,7.5,0.2385
15/01/1994,Telangana,Hyderabad,Hyderabad,miscellaneous food,Sugar,KG,Retail,13,0.4135
15/01/1994,Telangana,Hyderabad,Hyderabad,oil and fats,Oil (mustard),KG,Retail,37,1.1768
15/01/1994,Tripura,West Tripura,Agartala,miscellaneous food,Sugar,KG,Retail,16,0.5089
15/01/1994,Tripura,West Tripura,Agartala,oil and fats,Oil (mustard),KG,Retail,41,1.3041
15/01/1994,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,6.75,0.2147
15/01/1994,West Bengal,Kolkata,Kolkata,miscellaneous food,Sugar,KG,Retail,13.4,0.4262
15/01/1994,West Bengal,Kolkata,Kolkata,oil and fats,Oil (mustard),KG,Retail,31,0.986
15/02/1994,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,8,0.2545
15/02/1994,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,5.2,0.1654
15/02/1994,Delhi,Delhi,Delhi,miscellaneous food,Sugar,KG,Retail,13.5,0.4294
15/02/1994,Delhi,Delhi,Delhi,oil and fats,Oil (mustard),KG,Retail,30,0.9542
15/02/1994,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,6.9,0.2195
15/02/1994,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,6,0.1908
15/02/1994,Gujarat,Ahmadabad,Ahmedabad,miscellaneous food,Sugar,KG,Retail,13.5,0.4294
15/02/1994,Gujarat,Ahmadabad,Ahmedabad,oil and fats,Oil (mustard),KG,Retail,39,1.2405
15/02/1994,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,8.75,0.2783
15/02/1994,Himachal Pradesh,Shimla,Shimla,miscellaneous food,Sugar,KG,Retail,13.75,0.4373
15/02/1994,Himachal Pradesh,Shimla,Shimla,oil and fats,Oil (mustard),KG,Retail,39,1.2405
15/02/1994,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,4.6,0.1463
15/02/1994,Madhya Pradesh,Bhopal,Bhopal,miscellaneous food,Sugar,KG,Retail,13.25,0.4214
15/02/1994,Madhya Pradesh,Bhopal,Bhopal,oil and fats,Oil (mustard),KG,Retail,31,0.986
15/02/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,8,0.2545
15/02/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,8,0.2545
15/02/1994,Maharashtra,Mumbai city,Mumbai,miscellaneous food,Sugar,KG,Retail,13.8,0.4389
15/02/1994,Maharashtra,Mumbai city,Mumbai,oil and fats,Oil (mustard),KG,Retail,36,1.145
15/02/1994,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,8,0.2545
15/02/1994,Meghalaya,East Khasi Hills,Shillong,miscellaneous food,Sugar,KG,Retail,14.5,0.4612
15/02/1994,Meghalaya,East Khasi Hills,Shillong,oil and fats,Oil (mustard),KG,Retail,31,0.986
15/02/1994,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Wheat,KG,Retail,5,0.159
15/02/1994,Orissa,Khordha,Bhubaneshwar,miscellaneous food,Sugar,KG,Retail,13.8,0.4389
15/02/1994,Orissa,Khordha,Bhubaneshwar,oil and fats,Oil (mustard),KG,Retail,33.5,1.0655
15/02/1994,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,9,0.2863
15/02/1994,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,5.25,0.167
15/02/1994,Rajasthan,Bikaner,Jaipur,miscellaneous food,Sugar,KG,Retail,13.4,0.4262
15/02/1994,Rajasthan,Bikaner,Jaipur,oil and fats,Oil (mustard),KG,Retail,30,0.9542
15/02/1994,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,7,0.2226
15/02/1994,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,8,0.2545
15/02/1994,Tamil Nadu,Chennai,Chennai,miscellaneous food,Sugar,KG,Retail,13.4,0.4262
15/02/1994,Tamil Nadu,Chennai,Chennai,oil and fats,Oil (mustard),KG,Retail,37,1.1768
15/02/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,7,0.2226
15/02/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,7.2,0.229
15/02/1994,Telangana,Hyderabad,Hyderabad,miscellaneous food,Sugar,KG,Retail,13.5,0.4294
15/02/1994,Telangana,Hyderabad,Hyderabad,oil and fats,Oil (mustard),KG,Retail,38,1.2087
15/03/1994,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,6.5,0.2072
15/03/1994,Assam,Kamrup,Guwahati,miscellaneous food,Sugar,KG,Retail,13.5,0.4303
15/03/1994,Assam,Kamrup,Guwahati,oil and fats,Oil (mustard),KG,Retail,27,0.8607
15/03/1994,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,8,0.255
15/03/1994,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,5,0.1594
15/03/1994,Delhi,Delhi,Delhi,miscellaneous food,Sugar,KG,Retail,13.5,0.4303
15/03/1994,Delhi,Delhi,Delhi,oil and fats,Oil (mustard),KG,Retail,30,0.9563
15/03/1994,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,7.25,0.2311
15/03/1994,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,6.5,0.2072
15/03/1994,Gujarat,Ahmadabad,Ahmedabad,miscellaneous food,Sugar,KG,Retail,13.6,0.4335
15/03/1994,Gujarat,Ahmadabad,Ahmedabad,oil and fats,Oil (mustard),KG,Retail,31,0.9882
15/03/1994,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,9,0.2869
15/03/1994,Himachal Pradesh,Shimla,Shimla,miscellaneous food,Sugar,KG,Retail,14.5,0.4622
15/03/1994,Himachal Pradesh,Shimla,Shimla,oil and fats,Oil (mustard),KG,Retail,37.5,1.1954
15/03/1994,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,6.5,0.2072
15/03/1994,Karnataka,Bangalore Urban,Bengaluru,miscellaneous food,Sugar,KG,Retail,13.7,0.4367
15/03/1994,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,8.2,0.2614
15/03/1994,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,10,0.3188
15/03/1994,Kerala,Thiruvananthapuram,Tiruvanantapuram,miscellaneous food,Sugar,KG,Retail,14.2,0.4527
15/03/1994,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,4,0.1275
15/03/1994,Madhya Pradesh,Bhopal,Bhopal,miscellaneous food,Sugar,KG,Retail,14,0.4463
15/03/1994,Madhya Pradesh,Bhopal,Bhopal,oil and fats,Oil (mustard),KG,Retail,32,1.0201
15/03/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,8,0.255
15/03/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,8,0.255
15/03/1994,Maharashtra,Mumbai city,Mumbai,miscellaneous food,Sugar,KG,Retail,14,0.4463
15/03/1994,Maharashtra,Mumbai city,Mumbai,oil and fats,Oil (mustard),KG,Retail,36,1.1476
15/03/1994,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Rice,KG,Retail,7,0.2231
15/03/1994,Meghalaya,East Khasi Hills,Shillong,cereals and tubers,Wheat,KG,Retail,5,0.1594
15/03/1994,Meghalaya,East Khasi Hills,Shillong,miscellaneous food,Sugar,KG,Retail,14,0.4463
15/03/1994,Meghalaya,East Khasi Hills,Shillong,oil and fats,Oil (mustard),KG,Retail,30,0.9563
15/03/1994,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,5.2,0.1658
15/03/1994,Orissa,Khordha,Bhubaneshwar,miscellaneous food,Sugar,KG,Retail,14.2,0.4527
15/03/1994,Orissa,Khordha,Bhubaneshwar,oil and fats,Oil (mustard),KG,Retail,33,1.052
15/03/1994,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,9,0.2869
15/03/1994,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,4.8,0.153
15/03/1994,Rajasthan,Bikaner,Jaipur,miscellaneous food,Sugar,KG,Retail,13.6,0.4335
15/03/1994,Rajasthan,Bikaner,Jaipur,oil and fats,Oil (mustard),KG,Retail,29,0.9245
15/03/1994,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,7,0.2231
15/03/1994,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,7.5,0.2391
15/03/1994,Tamil Nadu,Chennai,Chennai,miscellaneous food,Sugar,KG,Retail,13.5,0.4303
15/03/1994,Tamil Nadu,Chennai,Chennai,oil and fats,Oil (mustard),KG,Retail,36,1.1476
15/03/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,7,0.2231
15/03/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,7,0.2231
15/03/1994,Telangana,Hyderabad,Hyderabad,miscellaneous food,Sugar,KG,Retail,13.5,0.4303
15/03/1994,Telangana,Hyderabad,Hyderabad,oil and fats,Oil (mustard),KG,Retail,36,1.1476
15/03/1994,Tripura,West Tripura,Agartala,miscellaneous food,Sugar,KG,Retail,15,0.4782
15/03/1994,Tripura,West Tripura,Agartala,oil and fats,Oil (mustard),KG,Retail,38,1.2113
15/03/1994,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Rice,KG,Retail,6,0.1913
15/03/1994,Uttar Pradesh,Lucknow,Lucknow,cereals and tubers,Wheat,KG,Retail,5.25,0.1674
15/03/1994,Uttar Pradesh,Lucknow,Lucknow,miscellaneous food,Sugar,KG,Retail,13.5,0.4303
15/03/1994,Uttar Pradesh,Lucknow,Lucknow,oil and fats,Oil (mustard),KG,Retail,28,0.8926
15/03/1994,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,6.8,0.2168
15/03/1994,West Bengal,Kolkata,Kolkata,miscellaneous food,Sugar,KG,Retail,13.4,0.4272
15/03/1994,West Bengal,Kolkata,Kolkata,oil and fats,Oil (mustard),KG,Retail,31,0.9882
15/04/1994,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,8.5,0.271
15/04/1994,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,5,0.1594
15/04/1994,Delhi,Delhi,Delhi,miscellaneous food,Sugar,KG,Retail,14.5,0.4622
15/04/1994,Delhi,Delhi,Delhi,oil and fats,Oil (mustard),KG,Retail,31,0.9882
15/04/1994,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,7.25,0.2311
15/04/1994,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,6.5,0.2072
15/04/1994,Gujarat,Ahmadabad,Ahmedabad,miscellaneous food,Sugar,KG,Retail,14.5,0.4622
15/04/1994,Gujarat,Ahmadabad,Ahmedabad,oil and fats,Oil (mustard),KG,Retail,32,1.0201
15/04/1994,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,9,0.2869
15/04/1994,Himachal Pradesh,Shimla,Shimla,miscellaneous food,Sugar,KG,Retail,15,0.4782
15/04/1994,Himachal Pradesh,Shimla,Shimla,oil and fats,Oil (mustard),KG,Retail,38,1.2113
15/04/1994,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,6.5,0.2072
15/04/1994,Karnataka,Bangalore Urban,Bengaluru,miscellaneous food,Sugar,KG,Retail,14.7,0.4686
15/04/1994,Karnataka,Bangalore Urban,Bengaluru,oil and fats,Oil (mustard),KG,Retail,42,1.3389
15/04/1994,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,8.4,0.2678
15/04/1994,Kerala,Thiruvananthapuram,Tiruvanantapuram,miscellaneous food,Sugar,KG,Retail,15,0.4782
15/04/1994,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,4,0.1275
15/04/1994,Madhya Pradesh,Bhopal,Bhopal,miscellaneous food,Sugar,KG,Retail,14.75,0.4702
15/04/1994,Madhya Pradesh,Bhopal,Bhopal,oil and fats,Oil (mustard),KG,Retail,32,1.0201
15/04/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,8,0.255
15/04/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,8,0.255
15/04/1994,Maharashtra,Mumbai city,Mumbai,miscellaneous food,Sugar,KG,Retail,17,0.5419
15/04/1994,Maharashtra,Mumbai city,Mumbai,oil and fats,Oil (mustard),KG,Retail,38,1.2113
15/04/1994,Mizoram,Aizawl,Aizawl,cereals and tubers,Rice,KG,Retail,7,0.2231
15/04/1994,Mizoram,Aizawl,Aizawl,miscellaneous food,Sugar,KG,Retail,16,0.51
15/04/1994,Mizoram,Aizawl,Aizawl,oil and fats,Oil (mustard),KG,Retail,32,1.0201
15/04/1994,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,9.5,0.3028
15/04/1994,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,4.25,0.1355
15/04/1994,Rajasthan,Bikaner,Jaipur,miscellaneous food,Sugar,KG,Retail,14.25,0.4543
15/04/1994,Rajasthan,Bikaner,Jaipur,oil and fats,Oil (mustard),KG,Retail,32,1.0201
15/04/1994,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,7.25,0.2311
15/04/1994,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,7.75,0.2471
15/04/1994,Tamil Nadu,Chennai,Chennai,miscellaneous food,Sugar,KG,Retail,14.7,0.4686
15/04/1994,Tamil Nadu,Chennai,Chennai,oil and fats,Oil (mustard),KG,Retail,36,1.1476
15/04/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,7,0.2231
15/04/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,6.7,0.2136
15/04/1994,Tripura,West Tripura,Agartala,miscellaneous food,Sugar,KG,Retail,15,0.4782
15/04/1994,Tripura,West Tripura,Agartala,oil and fats,Oil (mustard),KG,Retail,38,1.2113
15/04/1994,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,6.8,0.2168
15/04/1994,West Bengal,Kolkata,Kolkata,miscellaneous food,Sugar,KG,Retail,14.5,0.4622
15/04/1994,West Bengal,Kolkata,Kolkata,oil and fats,Oil (mustard),KG,Retail,32,1.0201
15/05/1994,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,8.5,0.2709
15/05/1994,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,5,0.1593
15/05/1994,Delhi,Delhi,Delhi,miscellaneous food,Sugar,KG,Retail,16.5,0.5258
15/05/1994,Delhi,Delhi,Delhi,oil and fats,Oil (mustard),KG,Retail,31,0.9879
15/05/1994,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Rice,KG,Retail,6.8,0.2167
15/05/1994,Gujarat,Ahmadabad,Ahmedabad,cereals and tubers,Wheat,KG,Retail,6.4,0.204
15/05/1994,Gujarat,Ahmadabad,Ahmedabad,miscellaneous food,Sugar,KG,Retail,15.5,0.4939
15/05/1994,Gujarat,Ahmadabad,Ahmedabad,oil and fats,Oil (mustard),KG,Retail,31,0.9879
15/05/1994,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,9.25,0.2948
15/05/1994,Himachal Pradesh,Shimla,Shimla,miscellaneous food,Sugar,KG,Retail,17,0.5417
15/05/1994,Himachal Pradesh,Shimla,Shimla,oil and fats,Oil (mustard),KG,Retail,40,1.2747
15/05/1994,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,4,0.1275
15/05/1994,Karnataka,Bangalore Urban,Bengaluru,miscellaneous food,Sugar,KG,Retail,16,0.5099
15/05/1994,Karnataka,Bangalore Urban,Bengaluru,oil and fats,Oil (mustard),KG,Retail,31,0.9879
15/05/1994,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,4,0.1275
15/05/1994,Madhya Pradesh,Bhopal,Bhopal,miscellaneous food,Sugar,KG,Retail,16,0.5099
15/05/1994,Madhya Pradesh,Bhopal,Bhopal,oil and fats,Oil (mustard),KG,Retail,31,0.9879
15/05/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,8,0.2549
15/05/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,8,0.2549
15/05/1994,Maharashtra,Mumbai city,Mumbai,miscellaneous food,Sugar,KG,Retail,16,0.5099
15/05/1994,Maharashtra,Mumbai city,Mumbai,oil and fats,Oil (mustard),KG,Retail,38,1.211
15/05/1994,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,9.75,0.3107
15/05/1994,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,4.25,0.1354
15/05/1994,Rajasthan,Bikaner,Jaipur,miscellaneous food,Sugar,KG,Retail,17,0.5417
15/05/1994,Rajasthan,Bikaner,Jaipur,oil and fats,Oil (mustard),KG,Retail,32,1.0198
15/05/1994,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,7.25,0.231
15/05/1994,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,7.5,0.239
15/05/1994,Tamil Nadu,Chennai,Chennai,miscellaneous food,Sugar,KG,Retail,14.9,0.4748
15/05/1994,Tamil Nadu,Chennai,Chennai,oil and fats,Oil (mustard),KG,Retail,38,1.211
15/05/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,6.5,0.2071
15/05/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,6.5,0.2071
15/05/1994,Telangana,Hyderabad,Hyderabad,miscellaneous food,Sugar,KG,Retail,16,0.5099
15/05/1994,Telangana,Hyderabad,Hyderabad,oil and fats,Oil (mustard),KG,Retail,38,1.211
15/05/1994,Tripura,West Tripura,Agartala,miscellaneous food,Sugar,KG,Retail,16,0.5099
15/05/1994,Tripura,West Tripura,Agartala,oil and fats,Oil (mustard),KG,Retail,37,1.1791
15/05/1994,West Bengal,Kolkata,Kolkata,cereals and tubers,Rice,KG,Retail,6.9,0.2199
15/05/1994,West Bengal,Kolkata,Kolkata,miscellaneous food,Sugar,KG,Retail,15,0.478
15/05/1994,West Bengal,Kolkata,Kolkata,oil and fats,Oil (mustard),KG,Retail,32,1.0198
15/06/1994,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,7.4,0.2359
15/06/1994,Assam,Kamrup,Guwahati,miscellaneous food,Sugar,KG,Retail,16.8,0.5355
15/06/1994,Assam,Kamrup,Guwahati,oil and fats,Oil (mustard),KG,Retail,28,0.8926
15/06/1994,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,8.5,0.271
15/06/1994,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,5,0.1594
15/06/1994,Delhi,Delhi,Delhi,miscellaneous food,Sugar,KG,Retail,16.5,0.526
15/06/1994,Delhi,Delhi,Delhi,oil and fats,Oil (mustard),KG,Retail,32,1.0201
15/06/1994,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,9.25,0.2949
15/06/1994,Himachal Pradesh,Shimla,Shimla,miscellaneous food,Sugar,KG,Retail,17.5,0.5579
15/06/1994,Himachal Pradesh,Shimla,Shimla,oil and fats,Oil (mustard),KG,Retail,40,1.2751
15/06/1994,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,3.8,0.1211
15/06/1994,Madhya Pradesh,Bhopal,Bhopal,miscellaneous food,Sugar,KG,Retail,15.5,0.4941
15/06/1994,Madhya Pradesh,Bhopal,Bhopal,oil and fats,Oil (mustard),KG,Retail,33,1.052
15/06/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Rice,KG,Retail,10,0.3188
15/06/1994,Maharashtra,Mumbai city,Mumbai,cereals and tubers,Wheat,KG,Retail,7.5,0.2391
15/06/1994,Maharashtra,Mumbai city,Mumbai,miscellaneous food,Sugar,KG,Retail,16,0.51
15/06/1994,Maharashtra,Mumbai city,Mumbai,oil and fats,Oil (mustard),KG,Retail,32,1.0201
15/06/1994,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Rice,KG,Retail,5.5,0.1753
15/06/1994,Orissa,Khordha,Bhubaneshwar,cereals and tubers,Wheat,KG,Retail,5,0.1594
15/06/1994,Orissa,Khordha,Bhubaneshwar,miscellaneous food,Sugar,KG,Retail,15.5,0.4941
15/06/1994,Orissa,Khordha,Bhubaneshwar,oil and fats,Oil (mustard),KG,Retail,35,1.1157
15/06/1994,Rajasthan,Bikaner,Jaipur,cereals and tubers,Rice,KG,Retail,9.75,0.3108
15/06/1994,Rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,Retail,4.5,0.1434
15/06/1994,Rajasthan,Bikaner,Jaipur,miscellaneous food,Sugar,KG,Retail,16,0.51
15/06/1994,Rajasthan,Bikaner,Jaipur,oil and fats,Oil (mustard),KG,Retail,32,1.0201
15/06/1994,Tamil Nadu,Chennai,Chennai,cereals and tubers,Rice,KG,Retail,7.5,0.2391
15/06/1994,Tamil Nadu,Chennai,Chennai,cereals and tubers,Wheat,KG,Retail,7,0.2231
15/06/1994,Tamil Nadu,Chennai,Chennai,miscellaneous food,Sugar,KG,Retail,14,0.4463
15/06/1994,Tamil Nadu,Chennai,Chennai,oil and fats,Oil (mustard),KG,Retail,39,1.2432
15/06/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Rice,KG,Retail,6.8,0.2168
15/06/1994,Telangana,Hyderabad,Hyderabad,cereals and tubers,Wheat,KG,Retail,7,0.2231
15/06/1994,Telangana,Hyderabad,Hyderabad,miscellaneous food,Sugar,KG,Retail,15.1,0.4814
15/06/1994,Telangana,Hyderabad,Hyderabad,oil and fats,Oil (mustard),KG,Retail,38,1.2113
15/06/1994,Tripura,West Tripura,Agartala,miscellaneous food,Sugar,KG,Retail,16.5,0.526
15/06/1994,Tripura,West Tripura,Agartala,oil and fats,Oil (mustard),KG,Retail,37,1.1795
15/07/1994,Assam,Kamrup,Guwahati,cereals and tubers,Rice,KG,Retail,7.2,0.2295
15/07/1994,Assam,Kamrup,Guwahati,miscellaneous food,Sugar,KG,Retail,14.4,0.4591
15/07/1994,Assam,Kamrup,Guwahati,oil and fats,Oil (mustard),KG,Retail,29,0.9245
15/07/1994,Delhi,Delhi,Delhi,cereals and tubers,Rice,KG,Retail,8.5,0.271
15/07/1994,Delhi,Delhi,Delhi,cereals and tubers,Wheat,KG,Retail,5,0.1594
15/07/1994,Delhi,Delhi,Delhi,miscellaneous food,Sugar,KG,Retail,14,0.4463
15/07/1994,Delhi,Delhi,Delhi,oil and fats,Oil (mustard),KG,Retail,32,1.0202
15/07/1994,Himachal Pradesh,Shimla,Shimla,cereals and tubers,Rice,KG,Retail,9.5,0.3029
15/07/1994,Himachal Pradesh,Shimla,Shimla,miscellaneous food,Sugar,KG,Retail,14,0.4463
15/07/1994,Himachal Pradesh,Shimla,Shimla,oil and fats,Oil (mustard),KG,Retail,42,1.339
15/07/1994,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Rice,KG,Retail,7.7,0.2455
15/07/1994,Karnataka,Bangalore Urban,Bengaluru,cereals and tubers,Wheat,KG,Retail,6.8,0.2168
15/07/1994,Karnataka,Bangalore Urban,Bengaluru,miscellaneous food,Sugar,KG,Retail,13.1,0.4176
15/07/1994,Karnataka,Bangalore Urban,Bengaluru,oil and fats,Oil (mustard),KG,Retail,41,1.3071
15/07/1994,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Rice,KG,Retail,9.6,0.306
15/07/1994,Kerala,Thiruvananthapuram,Tiruvanantapuram,cereals and tubers,Wheat,KG,Retail,9,0.2869
15/07/1994,Kerala,Thiruvananthapuram,Tiruvanantapuram,miscellaneous food,Sugar,KG,Retail,14,0.4463
15/07/1994,Madhya Pradesh,Bhopal,Bhopal,cereals and tubers,Wheat,KG,Retail,4,0.1275
15/07/1994,Madhya Pradesh,Bhopal,Bhopal,miscellaneous food,Sugar,KG,Retail,13.25,0.4224
15/07/1994,Madhya Pradesh,Bhopal,Bhopal,oil and fats,Oil (mustard),KG,Retail,32.5,1.0361
